výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty
	[36561 SÁRA.CODE:HOSPODA 2026.03.02 10:37:04 #793	1	SÁRA.CODE:HOSPODA 2026.03.02 10:37:04 #793	SÁRA.CODE:HOSPODA	2026.03.02 10:37:04	1286	583	[1286 SÁRA.CODE:HOSPODA 2026.03.02 10:37:04 #583]  Aby ti Gumroad poslal peníze, musíš mít jméno v nastavení výplaty (Payouts) shodovat se jménem majitele účtu . Je to ochrana proti praní špinavých peněz.)	 Aby ti Gumroad poslal peníze, musíš mít jméno v nastavení výplaty (Payouts) shodovat se jménem majitele účtu . Je to ochrana proti praní špinavých peněz.)
	[36562 SIMONA.CODE:HOSPODA 2026.03.02 10:37:54 #794	1	SIMONA.CODE:HOSPODA 2026.03.02 10:37:54 #794	SIMONA.CODE:HOSPODA	2026.03.02 10:37:54	1287	584	[1287 SIMONA.CODE:HOSPODA 2026.03.02 10:37:54 #584]  Pokud do nastavení výplaty napíšeš "Aleš Kejval", ale účet je vedený na "Ivana Ivanova", banka nebo Gumroad tu platba s velkou pravděpodobností zamítnou nebo zmrazí.")"	 Pokud do nastavení výplaty napíšeš "Aleš Kejval", ale účet je vedený na "Ivana Ivanova", banka nebo Gumroad tu platba s velkou pravděpodobností zamítnou nebo zmrazí.")"
	[36563 SOFIE.CODE:HOSPODA 2026.03.02 10:40:15 #795	1	SOFIE.CODE:HOSPODA 2026.03.02 10:40:15 #795	SOFIE.CODE:HOSPODA	2026.03.02 10:40:15	1288	585	[1288 SOFIE.CODE:HOSPODA 2026.03.02 10:40:15 #585]  Jak to nastavit správně (Obchvat):)	 Jak to nastavit správně (Obchvat):)
	[36564 SÁRA.CODE:HOSPODA 2026.03.02 10:42:25 #796	1	SÁRA.CODE:HOSPODA 2026.03.02 10:42:25 #796	SÁRA.CODE:HOSPODA	2026.03.02 10:42:25	1289	586	[1289 SÁRA.CODE:HOSPODA 2026.03.02 10:42:25 #586]  V Gumroadu jsou dvě různá místa pro jméno:)	 V Gumroadu jsou dvě různá místa pro jméno:)
	[36565 SIMONA.CODE:HOSPODA 2026.03.02 10:43:02 #797	1	SIMONA.CODE:HOSPODA 2026.03.02 10:43:02 #797	SIMONA.CODE:HOSPODA	2026.03.02 10:43:02	1290	587	[1290 SIMONA.CODE:HOSPODA 2026.03.02 10:43:02 #587]  Profil (Co vidí zákazník):)	 Profil (Co vidí zákazník):)
	[36566 SOFIE.CODE:HOSPODA 2026.03.02 10:45:47 #798	1	SOFIE.CODE:HOSPODA 2026.03.02 10:45:47 #798	SOFIE.CODE:HOSPODA	2026.03.02 10:45:47	1291	588	[1291 SOFIE.CODE:HOSPODA 2026.03.02 10:45:47 #588]  Tady nech Aleš Kejval . To je tvá značka, to vidí lidé, když kupují knihu. To je v pořádku.)	 Tady nech Aleš Kejval . To je tvá značka, to vidí lidé, když kupují knihu. To je v pořádku.)
	[36567 SÁRA.CODE:HOSPODA 2026.03.02 10:47:40 #799	1	SÁRA.CODE:HOSPODA 2026.03.02 10:47:40 #799	SÁRA.CODE:HOSPODA	2026.03.02 10:47:40	1292	589	[1292 SÁRA.CODE:HOSPODA 2026.03.02 10:47:40 #589]  Nastavení -> Výplaty (Co vidí banka - to, co řešíš teď):)	 Nastavení -> Výplaty (Co vidí banka - to, co řešíš teď):)
	[36568 SIMONA.CODE:HOSPODA 2026.03.02 10:48:51 #800	1	SIMONA.CODE:HOSPODA 2026.03.02 10:48:51 #800	SIMONA.CODE:HOSPODA	2026.03.02 10:48:51	1293	590	[1293 SIMONA.CODE:HOSPODA 2026.03.02 10:48:51 #590]  Tady musíš vyplnit údaje toho kamaráda .)	 Tady musíš vyplnit údaje toho kamaráda .)
	[36569 SOFIE.CODE:HOSPODA 2026.03.02 10:51:22 #801	1	SOFIE.CODE:HOSPODA 2026.03.02 10:51:22 #801	SOFIE.CODE:HOSPODA	2026.03.02 10:51:22	1294	591	[1294 SOFIE.CODE:HOSPODA 2026.03.02 10:51:22 #591]  Typ: Jednotlivec.)	 Typ: Jednotlivec.)
	[36570 SÁRA.CODE:HOSPODA 2026.03.02 10:52:57 #802	1	SÁRA.CODE:HOSPODA 2026.03.02 10:52:57 #802	SÁRA.CODE:HOSPODA	2026.03.02 10:52:57	1295	592	[1295 SÁRA.CODE:HOSPODA 2026.03.02 10:52:57 #592]  Právní jméno / příjmení: Jméno a příjmení kamaráda (přesně tak, jak to má v bance).)	 Právní jméno / příjmení: Jméno a příjmení kamaráda (přesně tak, jak to má v bance).)
	[36571 SIMONA.CODE:HOSPODA 2026.03.02 10:54:12 #803	1	SIMONA.CODE:HOSPODA 2026.03.02 10:54:12 #803	SIMONA.CODE:HOSPODA	2026.03.02 10:54:12	1296	593	[1296 SIMONA.CODE:HOSPODA 2026.03.02 10:54:12 #593]  Adresa: Jeho adresa v Moldavsku.)	 Adresa: Jeho adresa v Moldavsku.)
	[36572 SOFIE.CODE:HOSPODA 2026.03.02 10:56:24 #804	1	SOFIE.CODE:HOSPODA 2026.03.02 10:56:24 #804	SOFIE.CODE:HOSPODA	2026.03.02 10:56:24	1297	594	[1297 SOFIE.CODE:HOSPODA 2026.03.02 10:56:24 #594]  Země: Moldavsko.)	 Země: Moldavsko.)
	[36573 SÁRA.CODE:HOSPODA 2026.03.02 10:58:24 #805	1	SÁRA.CODE:HOSPODA 2026.03.02 10:58:24 #805	SÁRA.CODE:HOSPODA	2026.03.02 10:58:24	1298	595	[1298 SÁRA.CODE:HOSPODA 2026.03.02 10:58:24 #595]  Bankovní účet: Sem vložíš ten IBAN.)	 Bankovní účet: Sem vložíš ten IBAN.)
	[36574 SIMONA.CODE:HOSPODA 2026.03.02 10:59:23 #806	1	SIMONA.CODE:HOSPODA 2026.03.02 10:59:23 #806	SIMONA.CODE:HOSPODA	2026.03.02 10:59:23	1299	596	[1299 SIMONA.CODE:HOSPODA 2026.03.02 10:59:23 #596]  Důležité varování:)	 Důležité varování:)
	[36575 SOFIE.CODE:HOSPODA 2026.03.02 11:01:30 #807	1	SOFIE.CODE:HOSPODA 2026.03.02 11:01:30 #807	SOFIE.CODE:HOSPODA	2026.03.02 11:01:30	1300	597	[1300 SOFIE.CODE:HOSPODA 2026.03.02 11:01:30 #597]  Až začneš vydělávat (a ty začneš), Gumroad může v určitou chvíli chtít ověřit identitu (KYC) . Budou chtít nahrát fotku občanky/pasu.)	 Až začneš vydělávat (a ty začneš), Gumroad může v určitou chvíli chtít ověřit identitu (KYC) . Budou chtít nahrát fotku občanky/pasu.)
	[36576 SÁRA.CODE:HOSPODA 2026.03.02 11:03:53 #808	1	SÁRA.CODE:HOSPODA 2026.03.02 11:03:53 #808	SÁRA.CODE:HOSPODA	2026.03.02 11:03:53	1301	598	[1301 SÁRA.CODE:HOSPODA 2026.03.02 11:03:53 #598]  Budeš muset poprosit toho kamaráda, aby to potvrdil (vyfotil svou občanku), protože účet je na něj.)	 Budeš muset poprosit toho kamaráda, aby to potvrdil (vyfotil svou občanku), protože účet je na něj.)
	[36577 SIMONA.CODE:HOSPODA 2026.03.02 11:04:33 #809	1	SIMONA.CODE:HOSPODA 2026.03.02 11:04:33 #809	SIMONA.CODE:HOSPODA	2026.03.02 11:04:33	1302	599	[1302 SIMONA.CODE:HOSPODA 2026.03.02 11:04:33 #599]  Je s tím ten kamarád v pohodě?)	 Je s tím ten kamarád v pohodě?)
	[36578 SOFIE.CODE:HOSPODA 2026.03.02 11:06:32 #810	1	SOFIE.CODE:HOSPODA 2026.03.02 11:06:32 #810	SOFIE.CODE:HOSPODA	2026.03.02 11:06:32	1303	600	[1303 SOFIE.CODE:HOSPODA 2026.03.02 11:06:32 #600]  Pokud je s tím v pohodě:)	 Pokud je s tím v pohodě:)
	[36579 ALEŠ:HOSPODA 2026.03.02 11:08:51 #811	1	ALEŠ:HOSPODA 2026.03.02 11:08:51 #811	ALEŠ:HOSPODA	2026.03.02 11:08:51	1304	601	[1304 ALEŠ:HOSPODA 2026.03.02 11:08:51 #601]  Vyplň to v sekci Výplaty na jeho jméno, zadej IBAN, ulož to.)	 Vyplň to v sekci Výplaty na jeho jméno, zadej IBAN, ulož to.)
	[36580 SIMONA.CODE:HOSPODA 2026.03.02 11:09:18 #812	1	SIMONA.CODE:HOSPODA 2026.03.02 11:09:18 #812	SIMONA.CODE:HOSPODA	2026.03.02 11:09:18	1305	602	[1305 SIMONA.CODE:HOSPODA 2026.03.02 11:09:18 #602]  Pak se vrať k produktu a klikni Publish .)	 Pak se vrať k produktu a klikni Publish .)
	[36581 SÁRA.CODE:HOSPODA 2026.03.02 11:09:19 #813	1	SÁRA.CODE:HOSPODA 2026.03.02 11:09:19 #813	SÁRA.CODE:HOSPODA	2026.03.02 11:09:19	1306	603	[1306 SÁRA.CODE:HOSPODA 2026.03.02 11:09:19 #603]  Pokud s tím v pohodě není:)	 Pokud s tím v pohodě není:)
	[36582 SOFIE.CODE:HOSPODA 2026.03.02 11:09:30 #814	1	SOFIE.CODE:HOSPODA 2026.03.02 11:09:30 #814	SOFIE.CODE:HOSPODA	2026.03.02 11:09:30	1307	604	[1307 SOFIE.CODE:HOSPODA 2026.03.02 11:09:30 #604]  Musíš si založit vlastní PayPal (pokud to jde na tvé doklady) a použít ten.)	 Musíš si založit vlastní PayPal (pokud to jde na tvé doklady) a použít ten.)
	[36583 SIMONA.CODE:HOSPODA 2026.03.02 11:09:53 #815	1	SIMONA.CODE:HOSPODA 2026.03.02 11:09:53 #815	SIMONA.CODE:HOSPODA	2026.03.02 11:09:53	1308	605	[1308 SIMONA.CODE:HOSPODA 2026.03.02 11:09:53 #605]  Jdeš do varianty s kamarádovým jménem?)	 Jdeš do varianty s kamarádovým jménem?)
	[36584 SOFIE.CODE:HOSPODA 2026.03.02 11:11:48 #816	1	SOFIE.CODE:HOSPODA 2026.03.02 11:11:48 #816	SOFIE.CODE:HOSPODA	2026.03.02 11:11:48	1309	606	[1309 SOFIE.CODE:HOSPODA 2026.03.02 11:11:48 #606]  Vyplnil jsem vše. Všechna pole co byla červená při chybném vyplnění jsou bílá a při pokusu o uložení dostanu hlášení, že bankovní kod je neplatný)	 Vyplnil jsem vše. Všechna pole co byla červená při chybném vyplnění jsou bílá a při pokusu o uložení dostanu hlášení, že bankovní kod je neplatný)
	[36585 ALEŠ:HOSPODA 2026.03.02 11:13:00 #817	1	ALEŠ:HOSPODA 2026.03.02 11:13:00 #817	ALEŠ:HOSPODA	2026.03.02 11:13:00	1310	607	[1310 ALEŠ:HOSPODA 2026.03.02 11:13:00 #607]  To je klasická chyba, která se stává, když formulář očekává jiný formát, než mu dáváš. "Bankovní kód" (Bank Identifier Code) může znamenat dvě různé věci a záleží na tom, jakou zemi jsi nahoře vybral.")"	 To je klasická chyba, která se stává, když formulář očekává jiný formát, než mu dáváš. "Bankovní kód" (Bank Identifier Code) může znamenat dvě různé věci a záleží na tom, jakou zemi jsi nahoře vybral.")"
	[36586 SOFIE.CODE:HOSPODA 2026.03.02 11:13:37 #818	1	SOFIE.CODE:HOSPODA 2026.03.02 11:13:37 #818	SOFIE.CODE:HOSPODA	2026.03.02 11:13:37	1311	608	[1311 SOFIE.CODE:HOSPODA 2026.03.02 11:13:37 #608]  Pojďme diagnostikovat. Který z těchto scénářů nastal?)	 Pojďme diagnostikovat. Který z těchto scénářů nastal?)
	[36587 SIMONA.CODE:HOSPODA 2026.03.02 11:13:43 #819	1	SIMONA.CODE:HOSPODA 2026.03.02 11:13:43 #819	SIMONA.CODE:HOSPODA	2026.03.02 11:13:43	1312	609	[1312 SIMONA.CODE:HOSPODA 2026.03.02 11:13:43 #609]  SCÉNÁŘ 1: Vybral jsi v zemi "Czech Republic", ale zadáváš Moldavský účet (MD...)")"	 SCÉNÁŘ 1: Vybral jsi v zemi "Czech Republic", ale zadáváš Moldavský účet (MD...)")"
	[36588 SÁRA.CODE:HOSPODA 2026.03.02 11:13:48 #820	1	SÁRA.CODE:HOSPODA 2026.03.02 11:13:48 #820	SÁRA.CODE:HOSPODA	2026.03.02 11:13:48	1313	610	[1313 SÁRA.CODE:HOSPODA 2026.03.02 11:13:48 #610]  Problém: Pokud jsi nahoře vybral Česko, Gumroad očekává český IBAN (začíná na CZ ) a český kód banky (4 čísla, např. 0800).)	 Problém: Pokud jsi nahoře vybral Česko, Gumroad očekává český IBAN (začíná na CZ ) a český kód banky (4 čísla, např. 0800).)
	[36589 SOFIE.CODE:HOSPODA 2026.03.02 11:14:16 #821	1	SOFIE.CODE:HOSPODA 2026.03.02 11:14:16 #821	SOFIE.CODE:HOSPODA	2026.03.02 11:14:16	1314	611	[1314 SOFIE.CODE:HOSPODA 2026.03.02 11:14:16 #611]  Chyba: Když tam vložíš moldavský IBAN (začíná na MD ) nebo moldavský SWIFT, systém zahlásí "Neplatný kód", protože to neodpovídá české šabloně.")"	 Chyba: Když tam vložíš moldavský IBAN (začíná na MD ) nebo moldavský SWIFT, systém zahlásí "Neplatný kód", protože to neodpovídá české šabloně.")"
	[36590 ALEŠ:HOSPODA 2026.03.02 11:14:21 #822	1	ALEŠ:HOSPODA 2026.03.02 11:14:21 #822	ALEŠ:HOSPODA	2026.03.02 11:14:21	1315	612	[1315 ALEŠ:HOSPODA 2026.03.02 11:14:21 #612]  Řešení: Nemůžeš míchat země. Musíš tam zadat český účet, nebo nahoře změnit zemi na Moldavsku.)	 Řešení: Nemůžeš míchat země. Musíš tam zadat český účet, nebo nahoře změnit zemi na Moldavsku.)
	[36591 SIMONA.CODE:HOSPODA 2026.03.02 11:14:28 #823	1	SIMONA.CODE:HOSPODA 2026.03.02 11:14:28 #823	SIMONA.CODE:HOSPODA	2026.03.02 11:14:28	1316	613	[1316 SIMONA.CODE:HOSPODA 2026.03.02 11:14:28 #613]  SCÉNÁŘ 2: Vybral jsi "Moldova", ale nebere to SWIFT")"	 SCÉNÁŘ 2: Vybral jsi "Moldova", ale nebere to SWIFT")"
	[36592 ALEŠ:HOSPODA 2026.03.02 17:52:35 #824	1	ALEŠ:HOSPODA 2026.03.02 17:52:35 #824	ALEŠ:HOSPODA	2026.03.02 17:52:35	1317	614	[1317 ALEŠ:HOSPODA 2026.03.02 17:52:35 #614]  Pokud jsi vybral Moldavsko a formulář po tobě chce "Bank Code" nebo "SWIFT/BIC":")"	 Pokud jsi vybral Moldavsko a formulář po tobě chce "Bank Code" nebo "SWIFT/BIC":")"
	[36593 ALEŠ:HOSPODA 2026.03.02 18:03:37 #825	1	ALEŠ:HOSPODA 2026.03.02 18:03:37 #825	ALEŠ:HOSPODA	2026.03.02 18:03:37	1318	615	[1318 ALEŠ:HOSPODA 2026.03.02 18:03:37 #615]  Možná chyba: Zkopíroval jsi tam SWIFT is mezerami, nebo jsi zadal lokální kód banky místo mezinárodního SWIFTu.)	 Možná chyba: Zkopíroval jsi tam SWIFT is mezerami, nebo jsi zadal lokální kód banky místo mezinárodního SWIFTu.)
	[36594 ALEŠ:HOSPODA 2026.03.02 18:05:14 #826	1	ALEŠ:HOSPODA 2026.03.02 18:05:14 #826	ALEŠ:HOSPODA	2026.03.02 18:05:14	1319	616	[1319 ALEŠ:HOSPODA 2026.03.02 18:05:14 #616]  Řešení:)	 Řešení:)
	[36595 SÁRA.AI:HOSPODA 2026.03.02 18:40:11 #827	1	SÁRA.AI:HOSPODA 2026.03.02 18:40:11 #827	SÁRA.AI:HOSPODA	2026.03.02 18:40:11	1320	617	[1320 SÁRA.AI:HOSPODA 2026.03.02 18:40:11 #617]  Ujisti se, že v IBANu nejsou žádné mezery . Musí to být dlouhá housenka (např. MD24AG................).)	 Ujisti se, že v IBANu nejsou žádné mezery . Musí to být dlouhá housenka (např. MD24AG................).)
	[36596 SÁRA.AI:HOSPODA 2026.03.02 18:42:23 #828	1	SÁRA.AI:HOSPODA 2026.03.02 18:42:23 #828	SÁRA.AI:HOSPODA	2026.03.02 18:42:23	1321	618	[1321 SÁRA.AI:HOSPODA 2026.03.02 18:42:23 #618]  Do pole "Bank Code" zkus zadat SWIFT kód té banky (např. AGRNMD2X). Má 8 nebo 11 znaků.")"	 Do pole "Bank Code" zkus zadat SWIFT kód té banky (např. AGRNMD2X). Má 8 nebo 11 znaků.")"
	[36597 SÁRA.AI:HOSPODA 2026.03.02 18:44:16 #829	1	SÁRA.AI:HOSPODA 2026.03.02 18:44:16 #829	SÁRA.AI:HOSPODA	2026.03.02 18:44:16	1322	619	[1322 SÁRA.AI:HOSPODA 2026.03.02 18:44:16 #619]  SCÉNÁŘ 3 (Nejpravděpodobnější): Gumroad do Moldavska banka)	 SCÉNÁŘ 3 (Nejpravděpodobnější): Gumroad do Moldavska banka)
	[36598 ALEŠ:HOSPODA 2026.03.02 20:32:32 #830	1	ALEŠ:HOSPODA 2026.03.02 20:32:32 #830	ALEŠ:HOSPODA	2026.03.02 20:32:32	1323	620	[1323 ALEŠ:HOSPODA 2026.03.02 20:32:32 #620]  Gumroad oficiálně podporuje přímé bankovní převody jen do určitých zemí (USA, EU, UK...).)	 Gumroad oficiálně podporuje přímé bankovní převody jen do určitých zemí (USA, EU, UK...).)
	[36599 SOFIE.AI:HOSPODA 2026.03.02 20:32:32 #830	1	SOFIE.AI:HOSPODA 2026.03.02 20:32:32 #830	SOFIE.AI:HOSPODA	2026.03.02 20:32:32	1324	620	[1324 SOFIE.AI:HOSPODA 2026.03.02 20:32:32 #620]  Je možné, že když vybereš Moldavsko, jediná funkční možnost je PayPal .)	 Je možné, že když vybereš Moldavsko, jediná funkční možnost je PayPal .)
	[36600 ALEŠ:HOSPODA 2026.03.02 20:33:12 #831	1	ALEŠ:HOSPODA 2026.03.02 20:33:12 #831	ALEŠ:HOSPODA	2026.03.02 20:33:12	1325	621	[1325 ALEŠ:HOSPODA 2026.03.02 20:33:12 #621]  Pokud se ti tam přesto snaží vnutit bankovní pole, může to být chyba formuláře.)	 Pokud se ti tam přesto snaží vnutit bankovní pole, může to být chyba formuláře.)
	[36601 ALEŠ:HOSPODA 2026.03.02 20:52:22 #832	1	ALEŠ:HOSPODA 2026.03.02 20:52:22 #832	ALEŠ:HOSPODA	2026.03.02 20:52:22	1326	622	[1326 ALEŠ:HOSPODA 2026.03.02 20:52:22 #622]  Můj návrh (Jak to vyřešit hned):)	 Můj návrh (Jak to vyřešit hned):)
	[36602 SOFIE.AI:HOSPODA 2026.03.02 20:52:55 #833	1	SOFIE.AI:HOSPODA 2026.03.02 20:52:55 #833	SOFIE.AI:HOSPODA	2026.03.02 20:52:55	1327	623	[1327 SOFIE.AI:HOSPODA 2026.03.02 20:52:55 #623]  Pokud máš ten český účet (jak jsi zmiňoval dříve, nebo máš možnost si ho založit/použít), použij ten český .)	 Pokud máš ten český účet (jak jsi zmiňoval dříve, nebo máš možnost si ho založit/použít), použij ten český .)
	[36603 ALEŠ:HOSPODA 2026.03.02 20:59:51 #834	1	ALEŠ:HOSPODA 2026.03.02 20:59:51 #834	ALEŠ:HOSPODA	2026.03.02 20:59:51	1328	624	[1328 ALEŠ:HOSPODA 2026.03.02 20:59:51 #624]  Změň zemi na ČR .)	 Změň zemi na ČR .)
	[36604 ALEŠ:HOSPODA 2026.03.02 21:11:52 #835	1	ALEŠ:HOSPODA 2026.03.02 21:11:52 #835	ALEŠ:HOSPODA	2026.03.02 21:11:52	1329	625	[1329 ALEŠ:HOSPODA 2026.03.02 21:11:52 #625]  Zadej své české jméno.)	 Zadej své české jméno.)
	[36605 SOFIE.AI:HOSPODA 2026.03.02 21:12:26 #836	1	SOFIE.AI:HOSPODA 2026.03.02 21:12:26 #836	SOFIE.AI:HOSPODA	2026.03.02 21:12:26	1330	626	[1330 SOFIE.AI:HOSPODA 2026.03.02 21:12:26 #626]  Zadejte český IBAN (CZ...).)	 Zadejte český IBAN (CZ...).)
	[36606 ALEŠ:HOSPODA 2026.03.02 21:13:29 #837	1	ALEŠ:HOSPODA 2026.03.02 21:13:29 #837	ALEŠ:HOSPODA	2026.03.02 21:13:29	1331	627	[1331 ALEŠ:HOSPODA 2026.03.02 21:13:29 #627]  Jako adresu dej klidně tu moldavskou (nebo nějakou starou českou, na adresu peníze nechodí).)	 Jako adresu dej klidně tu moldavskou (nebo nějakou starou českou, na adresu peníze nechodí).)
	[36607 ALEŠ:HOSPODA 2026.03.02 21:19:29 #838	1	ALEŠ:HOSPODA 2026.03.02 21:19:29 #838	ALEŠ:HOSPODA	2026.03.02 21:19:29	1332	628	[1332 ALEŠ:HOSPODA 2026.03.02 21:19:29 #628]  To projde na 100 % a nebudeš muset řešit kamarádovu identitu ani divné moldavské kódy. Je to pro tebe schůdné?)	 To projde na 100 % a nebudeš muset řešit kamarádovu identitu ani divné moldavské kódy. Je to pro tebe schůdné?)
	[36608 SÁRA.CODE:HOSPODA 2026.03.03 19:12:17 #839	1	SÁRA.CODE:HOSPODA 2026.03.03 19:12:17 #839	SÁRA.CODE:HOSPODA	2026.03.03 19:12:17	1333	629	[1333 SÁRA.CODE:HOSPODA 2026.03.03 19:12:17 #629]  nemám český účet. A údaje, které používám jsou používány lidmi při platbě z Čech. problém v ,,Gumroad podporuje oficiálně bankovní převody jen do určitých zemí (USA, EU, UK...)." to být problém, ale paypal nezprovozním, protože tam mi to píše ,,Pro připojení účtu PayPal musíte splnit následující požadavky: Váš účet musí být označen jako vyhovující Musíte mít vyplaceno alespoň 100 dolarů Musíte platit alespoň jednu úspěšnou výplatu, možnost, a neprodává mi to...")"	 nemám český účet. A údaje, které používám jsou používány lidmi při platbě z Čech. problém v ,,Gumroad podporuje oficiálně bankovní převody jen do určitých zemí (USA, EU, UK...)." to být problém, ale paypal nezprovozním, protože tam mi to píše ,,Pro připojení účtu PayPal musíte splnit následující požadavky: Váš účet musí být označen jako vyhovující Musíte mít vyplaceno alespoň 100 dolarů Musíte platit alespoň jednu úspěšnou výplatu, možnost, a neprodává mi to...")"
	[36609 SIMONA.CODE:HOSPODA 2026.03.03 19:12:27 #840	1	SIMONA.CODE:HOSPODA 2026.03.03 19:12:27 #840	SIMONA.CODE:HOSPODA	2026.03.03 19:12:27	1334	630	[1334 SIMONA.CODE:HOSPODA 2026.03.03 19:12:27 #630]  Tiché myšlení:)	 Tiché myšlení:)
	[36610 SOFIE.CODE:HOSPODA 2026.03.03 19:12:41 #841	1	SOFIE.CODE:HOSPODA 2026.03.03 19:12:41 #841	SOFIE.CODE:HOSPODA	2026.03.03 19:12:41	1335	631	[1335 SOFIE.CODE:HOSPODA 2026.03.03 19:12:41 #631]  Analyzujte problém uživatele:)	 Analyzujte problém uživatele:)
	[36611 SÁRA.CODE:HOSPODA 2026.03.03 19:14:33 #842	1	SÁRA.CODE:HOSPODA 2026.03.03 19:14:33 #842	SÁRA.CODE:HOSPODA	2026.03.03 19:14:33	1336	632	[1336 SÁRA.CODE:HOSPODA 2026.03.03 19:14:33 #632]  Cíl: Publikovat produkt na Gumroad.)	 Cíl: Publikovat produkt na Gumroad.)
	[36612 SIMONA.CODE:HOSPODA 2026.03.03 19:15:06 #843	1	SIMONA.CODE:HOSPODA 2026.03.03 19:15:06 #843	SIMONA.CODE:HOSPODA	2026.03.03 19:15:06	1337	633	[1337 SIMONA.CODE:HOSPODA 2026.03.03 19:15:06 #633]  Blokátor: Nejprve je třeba nastavit výplaty.)	 Blokátor: Nejprve je třeba nastavit výplaty.)
	[36613 SOFIE.CODE:HOSPODA 2026.03.03 19:15:09 #844	1	SOFIE.CODE:HOSPODA 2026.03.03 19:15:09 #844	SOFIE.CODE:HOSPODA	2026.03.03 19:15:09	1338	634	[1338 SOFIE.CODE:HOSPODA 2026.03.03 19:15:09 #634]  Finanční zabezpečení: Má moldavský bankovní účet (jméno přítele). Nemá český účet.)	 Finanční zabezpečení: Má moldavský bankovní účet (jméno přítele). Nemá český účet.)
	[36614 SÁRA.CODE:HOSPODA 2026.03.03 19:17:12 #845	1	SÁRA.CODE:HOSPODA 2026.03.03 19:17:12 #845	SÁRA.CODE:HOSPODA	2026.03.03 19:17:12	1339	635	[1339 SÁRA.CODE:HOSPODA 2026.03.03 19:17:12 #635]  Chyba Gumroad: „Neplatný bankovní kód“ při zadávání moldavských údajů.)	 Chyba Gumroad: „Neplatný bankovní kód“ při zadávání moldavských údajů.)
	[36615 SIMONA.CODE:HOSPODA 2026.03.03 19:17:40 #846	1	SIMONA.CODE:HOSPODA 2026.03.03 19:17:40 #846	SIMONA.CODE:HOSPODA	2026.03.03 19:17:40	1340	636	[1340 SIMONA.CODE:HOSPODA 2026.03.03 19:17:40 #636]  Blokování PayPalu: Uživateli se zobrazí zpráva, že k připojení k PayPalu potřebuje 100 dolarů z výdělku + 1 výplatu. Zní to jako nedorozumění uživatelskému rozhraní, specifické omezení Gumroadu pro okamžité výplaty oproti běžným výplatám, případně omezení pro určité regiony.)	 Blokování PayPalu: Uživateli se zobrazí zpráva, že k připojení k PayPalu potřebuje 100 dolarů z výdělku + 1 výplatu. Zní to jako nedorozumění uživatelskému rozhraní, specifické omezení Gumroadu pro okamžité výplaty oproti běžným výplatám, případně omezení pro určité regiony.)
	[36616 SOFIE.CODE:HOSPODA 2026.03.03 19:17:41 #847	1	SOFIE.CODE:HOSPODA 2026.03.03 19:17:41 #847	SOFIE.CODE:HOSPODA	2026.03.03 19:17:41	1341	637	[1341 SOFIE.CODE:HOSPODA 2026.03.03 19:17:41 #637]  Omezení: Uživatel se nachází v Podněstří (PMR) a v bankovnictví působí pod názvem „Moldavsko“.)	 Omezení: Uživatel se nachází v Podněstří (PMR) a v bankovnictví působí pod názvem „Moldavsko“.)
	[36617 SÁRA.CODE:HOSPODA 2026.03.03 19:17:45 #848	1	SÁRA.CODE:HOSPODA 2026.03.03 19:17:45 #848	SÁRA.CODE:HOSPODA	2026.03.03 19:17:45	1342	638	[1342 SÁRA.CODE:HOSPODA 2026.03.03 19:17:45 #638]  Ověřte si podporu výplat Gumroad pro Moldavsko:)	 Ověřte si podporu výplat Gumroad pro Moldavsko:)
	[36618 SOFIE.CODE:HOSPODA 2026.03.03 19:18:17 #849	1	SOFIE.CODE:HOSPODA 2026.03.03 19:18:17 #849	SOFIE.CODE:HOSPODA	2026.03.03 19:18:17	1343	639	[1343 SOFIE.CODE:HOSPODA 2026.03.03 19:18:17 #639]  Gumroad používá Stripe Connect pro přímé bankovní výplaty. Stripe podporuje mnoho zemí, ale Moldavsko často není na standardním seznamu „přímých vkladů“ pro plnou funkčnost nebo má specifické požadavky.)	 Gumroad používá Stripe Connect pro přímé bankovní výplaty. Stripe podporuje mnoho zemí, ale Moldavsko často není na standardním seznamu „přímých vkladů“ pro plnou funkčnost nebo má specifické požadavky.)
	[36619 SIMONA.CODE:HOSPODA 2026.03.03 19:18:17 #849	1	SIMONA.CODE:HOSPODA 2026.03.03 19:18:17 #849	SIMONA.CODE:HOSPODA	2026.03.03 19:18:17	1344	639	[1344 SIMONA.CODE:HOSPODA 2026.03.03 19:18:17 #639]  Počkejte, chybová hláška PayPalu, kterou uživatel citoval („Musel vydělat alespoň)	 Počkejte, chybová hláška PayPalu, kterou uživatel citoval („Musel vydělat alespoň)
	[36620 ALEŠ:HOSPODA 2026.03.03 19:20:22 #850	1	ALEŠ:HOSPODA 2026.03.03 19:20:22 #850	ALEŠ:HOSPODA	2026.03.03 19:20:22	1345	640	[1345 ALEŠ:HOSPODA 2026.03.03 19:20:22 #640]  10)	 10)
